epoch,getRMSE,loss,val_getRMSE,val_loss
84,0.56292295,0.379897704301057,0.4971881,0.3131183565987481
85,0.55583626,0.3744737254866847,0.4625454,0.28176043492776376
86,0.5519404,0.36840590220027497,0.48978826,0.3052267262229213
87,0.5484376,0.36488198803972316,0.4782095,0.2991605446956776
88,0.5433248,0.36196842658078227,0.446293,0.26626554012298587
89,0.5375495,0.3521750947722682,0.47198623,0.2844631997302726
90,0.53018516,0.347609972997948,0.44019562,0.2595867260738655
91,0.5220451,0.3396293390856849,0.45883608,0.2797015929222107
92,0.52450675,0.33852001010930094,0.43284646,0.2552218997920001
93,0.5164279,0.3341437364860817,0.4415206,0.2623683838932602
94,0.5147782,0.3311614270916692,0.4254502,0.2515256337766294
95,0.5110895,0.3294350298245748,0.43333858,0.258184620362741
96,0.5065615,0.3239305202342846,0.43081257,0.2562678874863519
97,0.50390214,0.32182464664953725,0.40779018,0.2339742695843732
98,0.5038119,0.32036985570413096,0.3861885,0.2206364478888335
99,0.49806342,0.31637135278737105,0.3977688,0.22602512469998112
