epoch,getRMSE,loss,val_getRMSE,val_loss
0,2.095476,4.8274981416772915,2.1260262,4.794538432933666
1,2.0782688,4.606907397658737,2.1014657,4.6033476108974885
2,2.0600595,4.435275032043457,2.0543427,4.452048274146186
3,2.0406482,4.297938239486129,2.0499604,4.329374805026585
4,2.0220811,4.185199076758491,2.0442283,4.225903031384504
5,2.0056653,4.088797237043027,2.039545,4.135486618324562
6,1.9857496,4.003462951660156,2.0048604,4.054005677258527
7,1.9731814,3.9257570542229545,1.9977422,3.9787344586407696
8,1.9560672,3.853426473264341,1.968586,3.9076554690466985
9,1.9411856,3.785010947474727,1.9501249,3.840012308050085
10,1.9265324,3.7193763373339617,1.9506372,3.7750893504531295
11,1.9103209,3.656161302354601,1.9230555,3.7121086579781992
12,1.8911521,3.594863755614669,1.9134574,3.6508424826021546
13,1.8805395,3.535180730819702,1.8918694,3.591473908247771
14,1.8650695,3.476943871250859,1.8640883,3.53332565413581
15,1.8499793,3.42006587600708,1.8689128,3.476080801575272
16,1.831464,3.3642416075247303,1.8408561,3.420322745994285
17,1.8169988,3.3096569442042596,1.8368828,3.365513833363851
18,1.8044573,3.2561772902453385,1.8231018,3.3119153213500976
19,1.7916381,3.203758131874932,1.8117068,3.2593757756551107
20,1.7741966,3.1523403305477564,1.8004377,3.2079761918385823
21,1.7602423,3.101898192723592,1.7926419,3.1574652378647414
22,1.7493085,3.0524153133674905,1.7544639,3.1076191866839373
23,1.7288579,3.003906852580883,1.7375042,3.058574851353963
24,1.722603,2.956341964085897,1.7154925,3.010511098437839
25,1.7018698,2.909710963213885,1.7110591,2.9635833475324844
26,1.694781,2.8640040013348615,1.7081046,2.917535704859981
27,1.6796169,2.8191372138835766,1.6811616,2.8725068671615035
28,1.6659194,2.775156375390512,1.6657506,2.8280980096039947
29,1.6529528,2.731931876712375,1.6665468,2.7845981113998977
30,1.6384035,2.689756084795351,1.6648602,2.7418477768368192
31,1.6262238,2.648297581354777,1.676655,2.7000899353733767
32,1.6171026,2.607665308493155,1.642319,2.6591041321224638
33,1.6015576,2.567924960948803,1.6169991,2.619033890476933
34,1.5835196,2.5288633399539524,1.6002221,2.5796726795479104
35,1.5771239,2.4907117866939967,1.5763909,2.541168648755109
36,1.5688423,2.4533287398020427,1.611665,2.5031050042752865
37,1.555671,2.4165884471469457,1.5472527,2.4659452035692
38,1.5387995,2.380542288321036,1.5493715,2.429472931755914
39,1.5262784,2.3452941951045285,1.5567588,2.3940384688200775
40,1.5228688,2.310835492098773,1.5553503,2.3593159163439714
41,1.510085,2.2769864366319443,1.5382152,2.3249990389082167
42,1.4989358,2.2437659148463496,1.5118358,2.2914404144993537
43,1.4919903,2.2112604089666297,1.4975982,2.2585372052369292
44,1.474233,2.179388695610894,1.4767795,2.2263329922711406
45,1.4615421,2.1482378218262284,1.4750929,2.194758897004304
46,1.4569222,2.1177150983457214,1.4516062,2.163961369549787
47,1.4395717,2.087896782168636,1.4592574,2.1338926099847866
48,1.4324601,2.0586746963218405,1.4264565,2.104449495209588
49,1.4237688,2.0300512859909623,1.4461874,2.075390437797264
50,1.4165529,2.0020641492207845,1.4089124,2.0467824547379103
51,1.4061387,1.9745577386220297,1.4196303,2.018775632293136
52,1.3944186,1.9476675671824704,1.395821,1.9912275854746502
53,1.3825855,1.921296961042616,1.4175866,1.964470802589699
54,1.3741058,1.8955827495080453,1.3944386,1.9381674969637837
55,1.3701445,1.8703414843170731,1.4030159,1.912540726131863
56,1.3567544,1.8456797161102294,1.3712323,1.887360126707289
57,1.3472718,1.8214549835699576,1.366261,1.8628310323644568
58,1.3397182,1.7978334455490113,1.3515233,1.8387892399893866
59,1.328551,1.7747016805719447,1.3502042,1.8152392696451258
60,1.3226022,1.752044521049217,1.3354273,1.792306577011391
61,1.3169607,1.7298570601145427,1.324741,1.7698834329181248
62,1.307772,1.708116706141719,1.307465,1.7478981856946592
63,1.2988244,1.6869002435472276,1.3175251,1.7262553900259512
64,1.293154,1.6660286185653121,1.304539,1.7050915841703063
65,1.2822573,1.645643273918717,1.2869592,1.6842616649910256
66,1.2750996,1.6255823885246559,1.2802097,1.6641180177971169
67,1.2723364,1.606083969116211,1.2900046,1.6441833437813653
68,1.2565639,1.5869311591960766,1.283541,1.624777873357137
